Method,img_label,linear_vel,angular_vel,pre_inflation,goal_dist,delta_goal_dist,moved_toward_goal,next_linear_vel:,next_angular_vel,max_vel_x,max_vel_theta,vx_samples,vtheta_samples,path_distance_bias,goal_distance_bias,final_inflation
RL,5,0.15647351662102432,-0.1757893132666871,0.2245800793170929,11.095674328206037,0.6341003938507477,1,1.7989275799309778,0.015318856055287561,1.935283899307251,2.8597450256347656,12,22,0.11544835567474365,2.126206874847412,0.2245800793170929
RL,6,1.7989275799309778,0.015318856055287561,0.4720805883407593,10.118538537124559,0.9771357910814782,1,1.822751056162029,0.5872746789968555,2.341012477874756,2.878997325897217,13,11,-0.006450176239013672,2.102790355682373,0.4720805883407593
RL,7,1.822751056162029,0.5872746789968555,0.10644291341304779,9.093014054950064,1.0255244821744949,1,1.7406187977498853,0.2314886945682571,2.163600206375122,3.075718879699707,12,26,0.11928898096084595,1.9603326320648193,0.10644291341304779
RL,8,1.7406187977498853,0.2314886945682571,0.13821309804916382,8.049221652224269,1.0437924027257957,1,1.7730183366150358,0.05841887272027339,1.9828044176101685,3.6221115589141846,11,16,0.20984727144241333,1.6135077476501465,0.13821309804916382
RL,9,1.7730183366150358,0.05841887272027339,0.15034352242946625,6.977598785241435,1.0716228669828336,1,1.7377977906727686,0.09551099319794044,1.9624398946762085,3.4189815521240234,11,14,0.37380096316337585,0.33003830909729004,0.15034352242946625
RL,10,1.7377977906727686,0.09551099319794044,0.1808977574110031,5.88405007965999,1.093548705581445,1,1.7866959939995477,0.003085178320470554,2.2726099491119385,2.7630250453948975,11,19,0.06711208820343018,1.0354844331741333,0.1808977574110031
RL,11,1.7866959939995477,0.003085178320470554,0.15487040579319,4.787142913192642,1.0969071664673482,1,1.7731930208489453,-0.006189663655844771,1.9365862607955933,2.8201730251312256,10,15,0.032330989837646484,1.0830166339874268,0.15487040579319
HB,12,1.7731930208489453,-0.006189663655844771,0.3,14.924033435355145,0.0,0,0.0020100680246525906,-0.18796089845065417,2.0,1.9973199093004632,12,40,0.75,1.0,0.3
HB,13,0.0020100680246525906,-0.18796089845065417,0.12384054064750671,14.538549958824236,0.38548347653090964,1,1.7749815569280938,-0.002243774532246868,2.0,1.3981239365103242,26,22,0.3187084197998047,1.4548721313476562,0.12384054064750671
HB,14,1.7749815569280938,-0.002243774532246868,0.12269553542137146,13.529685327921182,1.0088646309030533,1,1.7395428205952848,-0.02847783241340814,2.0,0.9786867555572268,16,30,-0.04887360334396362,1.272010326385498,0.12269553542137146
HB,15,1.7395428205952848,-0.02847783241340814,0.08850747346878052,12.481092788569022,1.0485925393521605,1,1.7854290471753458,-0.09999911832210275,1.8451298080433938,0.6850807288900588,18,23,0.3067842125892639,1.244335651397705,0.11588687479496002
HB,16,1.7854290471753458,-0.09999911832210275,0.0708397924900055,11.392701163992077,1.0883916245769445,1,1.8357202158353887,0.003129877540368009,1.22168290116462,0.47955651022304113,21,19,0.11744320392608643,1.4674166440963745,0.111120812356472
HB,17,1.8357202158353887,0.003129877540368009,0.03905114531517029,10.608193767645558,0.7845073963465197,1,1.2192441314437357,0.13506317056632838,1.1868967322109447,0.44799190457863447,15,29,0.14334404468536377,1.7251651287078857,0.1077845686495304
HB,18,1.2192441314437357,0.13506317056632838,0.17699666321277618,9.902735573416287,0.705458194229271,1,1.1849488954553624,0.108781991262653,1.881074237912809,0.43961477502289914,25,19,0.06108969449996948,2.173239231109619,0.12854819701850412
HB,19,1.1849488954553624,0.108781991262653,0.12677647173404694,8.674947555074988,1.2277880183412986,1,1.8105132430021331,0.012897859600018496,2.0,0.3077303425160294,21,19,0.17300820350646973,1.724562168121338,0.12801667943316697
HB,20,1.8105132430021331,0.012897859600018496,0.0713631808757782,7.61493016714759,1.060017387927398,1,1.78352177161505,0.08163706325486784,2.0,0.21541123976122056,23,19,0.17922377586364746,1.0901480913162231,0.11961167560321687
HB,21,1.78352177161505,0.08163706325486784,0.1028934121131897,6.5574301913050475,1.0574999758425427,1,1.7815776537016002,0.004191526096496831,2.0,0.1507878678328544,13,36,0.192060649394989,0.8765379786491394,0.11459619655620872
HB,22,1.7815776537016002,0.004191526096496831,0.1075681746006012,5.454037051376118,1.1033931399289294,1,1.8018494319634641,0.06576308499321921,2.0,0.10555150748299806,18,26,0.14682859182357788,1.3052009344100952,0.11248778996952646
HB,23,1.8018494319634641,0.06576308499321921,0.16093695163726807,4.35669357478742,1.0973434765886978,1,1.7616323905666,0.014898295158294678,2.0,0.07388605523809864,17,28,0.23494571447372437,1.0767356157302856,0.3
RL,24,1.7616323905666,0.014898295158294678,0.3,14.920007122251858,0.0,0,-0.0010382097518855957,0.04663543384014471,0.5,1.57,6,20,0.75,1.0,0.3
RL,25,1.1442368454900358,-0.04491401401400257,0.12342089414596558,13.67447073321174,1.1328686387769569,1,1.7627415422153616,-0.0668843038912513,2.2173540592193604,3.3316702842712402,10,7,0.29460328817367554,1.102904200553894,0.12342089414596558
RL,26,1.7627415422153616,-0.0668843038912513,0.09485328197479248,12.607834876189674,1.0666358570220655,1,1.6875028268124042,0.04498996129161838,2.0814762115478516,3.425257682800293,10,22,0.10053330659866333,1.1245160102844238,0.1
RL,27,1.6875028268124042,0.04498996129161838,0.1745523363351822,12.0774683448324,0.5303665313572736,1,0.6552099948428524,0.21139507812791097,2.039669990539551,2.78660249710083,12,16,0.094729483127594,1.524427890777588,0.1745523363351822
RL,28,0.6552099948428524,0.21139507812791097,0.10848575830459595,11.731891250762134,0.3455770940702667,1,0.34613837780895074,0.41301712832274234,1.6336426734924316,3.0424118041992188,11,7,-0.03986048698425293,1.4590181112289429,0.10848575830459595
RL,29,0.20374676388609642,-0.0038653959198035382,0.6183775067329407,11.473295328945943,0.12181462060595649,1,0.23370224395442296,-1.4877130588374539,2.0416862964630127,2.723611831665039,13,9,-0.2645447850227356,1.8294212818145752,0.6183775067329407
RL,30,0.14638902034198048,1.6666482504735238,0.08344036340713501,11.315626917069721,0.06145300715705204,1,0.09713361242039269,-0.007021824078853757,2.1564509868621826,3.1498727798461914,13,6,0.059009671211242676,1.8825445175170898,0.1
RL,31,0.012653214118123604,-0.25706339731116234,0.20999939739704132,11.247498954484703,0.009891627761200894,0,-0.0017580832883921226,-0.06657014840224777,1.772903323173523,3.305076837539673,11,2,0.15503960847854614,1.977830410003662,0.20999939739704132
RL,32,-0.0017580832883921226,-0.06657014840224777,0.33198970556259155,11.247283857533182,0.0002150969515213319,0,7.385220291230818e-06,0.000766779782927027,1.7955846786499023,3.171407461166382,12,12,-0.04963475465774536,2.013749122619629,0.33198970556259155
RL,33,0.07220803438695832,-0.31963364759031915,0.252520889043808,11.241111985623377,0.002635318317741664,0,-0.0005744002271025652,-1.6529762897242117,2.478748321533203,3.61185359954834,11,8,0.13317400217056274,2.0474095344543457,0.252520889043808
RL,34,0.014225404831907911,-0.026639409617766056,0.193936288356781,11.275539505267771,-0.022968804952881783,0,0.10054207810915587,-0.00018555878388192874,2.0123496055603027,3.1637229919433594,11,10,0.1779906153678894,0.8141472339630127,0.193936288356781
RL,35,0.10054207810915587,-0.00018555878388192874,0.05326968431472778,11.312983372403991,-0.03744386713622028,0,0.09983349373483148,0.1340585151590425,2.2580113410949707,3.5797085762023926,11,5,0.07141917943954468,0.2426609992980957,0.1
RL,36,0.0009592479973766198,0.41300168931781744,0.08274731040000916,11.333704284849281,-0.012498262924022896,0,0.1006442850491117,-1.8165792845884348e-06,2.083552360534668,3.068355083465576,11,13,0.14511609077453613,0.1552688479423523,0.1
RL,37,0.1006442850491117,-1.8165792845884348e-06,0.09825590252876282,11.349687739598664,-0.01598345474938334,0,0.09931086850903684,-0.007221705683329137,1.9294754266738892,2.989868640899658,12,8,-0.07196658849716187,1.2299683094024658,0.1
RL,38,0.4238208931528568,0.00186649551914662,0.05218303203582764,11.402871961541386,-0.03172963772840909,0,0.11963408089623384,0.3940451776332839,2.204225540161133,2.9878339767456055,12,8,0.2213451862335205,1.5841193199157715,0.1
RL,39,1.2494161022925112,0.9338799668493059,0.5121629238128662,10.546735446905057,0.709499560927112,1,1.0692645113594033,0.12462423697571604,2.0426089763641357,3.393216133117676,10,11,0.07212477922439575,2.181602954864502,0.5121629238128662
RL,40,1.0692645113594033,0.12462423697571604,0.46221423149108887,10.385192774778284,0.16154267212677276,1,-0.015003786020634565,-1.0663723101699882,2.1070210933685303,3.388885021209717,13,19,-0.009582102298736572,1.9235469102859497,0.46221423149108887
RL,41,-0.015003786020634565,-1.0663723101699882,0.6516587734222412,10.505015093326351,-0.11982231854806713,-1,-0.005227354802002851,0.711859978370634,1.980813980102539,1.6761116981506348,11,7,1.4050192832946777,1.930224895477295,0.5624888252561077
RL,42,-0.2211721351346334,0.20105985198908424,0.6720225811004639,10.092772548325174,0.4663696739858292,1,-0.018606997317171435,0.10114654321516214,1.7495968341827393,2.9181900024414062,12,7,0.29379040002822876,2.104517936706543,0.5428638000425576
RL,43,-0.018606997317171435,0.10114654321516214,0.5174921154975891,9.211289839695597,0.8814827086295765,1,1.8121868513536534,0.2524092288920216,2.2176101207733154,2.6519522666931152,10,11,0.07681024074554443,1.9303706884384155,0.4036086719674203
RL,44,1.8121868513536534,0.2524092288920216,0.5347901582717896,8.112544917366852,1.0987449223287449,1,1.7986800600108988,0.09865633026880585,2.1503448486328125,2.6737165451049805,11,18,0.06275194883346558,1.8950583934783936,0.3914259550156691
RL,45,1.7986800600108988,0.09865633026880585,0.148956760764122,7.014533314254877,1.098011603111975,1,1.8307943787250784,0.025576828780675177,1.8851532936096191,3.1561660766601562,11,26,0.17081016302108765,0.4126913547515869,0.1
RL,46,1.8307943787250784,0.025576828780675177,0.1256890892982483,5.9877362861390955,1.0267970281157819,1,1.7773305977561464,0.00042446340800549075,1.7730381488800049,3.1799697875976562,11,15,0.07620269060134888,1.1782383918762207,0.1
RL,47,1.7773305977561464,0.00042446340800549075,0.054859548807144165,4.92648425689247,1.0612520292466252,1,1.7604194218140137,0.026131914466637485,2.150693893432617,3.316584587097168,11,20,-0.022045254707336426,1.2425563335418701,0.1
HB,48,0.4284830108143592,0.14385236482957517,0.04959568381309509,13.922517718420973,0.9339317105345728,1,1.812522373159773,0.02649604666209855,2.0,0.33622892403864774,23,21,0.09151971340179443,1.2098349332809448,0.1
HB,49,1.812522373159773,0.02649604666209855,0.14910654723644257,12.85630006113691,1.0662176572840636,1,1.655172042710688,-0.3737699228010463,1.9683052138175279,0.2353602468270534,21,25,0.06662428379058838,0.9912904500961304,0.14910654723644257
HB,50,1.655172042710688,-0.3737699228010463,0.024163931608200073,12.195633995282053,0.6606660658548567,1,0.6204906395986719,-0.21959868710767055,1.5543109655988065,0.5165559169394686,21,22,0.13698792457580566,1.5369784832000732,0.13437458306550978
HB,51,0.6204906395986719,-0.21959868710767055,0.11863367259502411,11.90460760790079,0.2910263873812635,1,0.3475505806764102,-0.1363485609306652,1.1101456609454368,0.8225689095870639,27,21,0.14813679456710815,1.8659343719482422,0.12965230992436408
HB,52,0.3475505806764102,-0.1363485609306652,0.154846653342247,11.68914178892383,0.21546581897695916,1,0.45977340347068363,0.09671970279511995,1.3368042950009325,0.9918888753226711,30,19,0.180247962474823,1.3926351070404053,0.13721061294972894
HB,53,0.5074978203191114,0.05421678020891985,0.11930829286575317,10.994660001408723,0.694481787515107,1,1.3411708138539362,0.4463021363888337,0.7731800063617364,0.7578538871842952,17,31,0.22025591135025024,2.368372917175293,0.1318399169245362
HB,54,1.3411708138539362,0.4463021363888337,0.44543683528900146,10.769590956986107,0.22506904442261622,1,7.986679125349583e-05,-0.8986085471430959,0.7076161488195859,1.1304657743125053,22,21,0.04500395059585571,2.1213040351867676,0.2122879418471753
HB,55,7.986679125349583e-05,-0.8986085471430959,0.12881451845169067,10.39727245728091,0.37231849970519804,1,0.7065000292114103,0.30308293402991765,1.8514301602650818,1.1087260303341895,26,20,0.09063756465911865,2.4095077514648438,0.18724591482852992
HB,56,0.7065000292114103,0.30308293402991765,0.137269988656044,9.520015902170856,0.8772565551100531,1,1.812023920720114,0.3691314026013334,1.8180385346043175,0.7761082212339326,16,31,-0.1122787594795227,2.1661200523376465,0.17225313697678415
HB,57,1.812023920720114,0.3691314026013334,0.15093524754047394,8.517540412653323,1.0024754895175327,1,1.776724011170871,0.18085292890607896,1.8702225027306152,0.5432757548637528,20,21,-0.07739406824111938,2.066676616668701,0.1658577701458911
HB,58,1.776724011170871,0.18085292890607896,0.017335712909698486,7.4911047365415095,1.0264356761118139,1,1.8065786730242601,0.06936612907922449,2.0,0.3802930284046269,20,20,-0.1626063585281372,1.0074418783187866,0.14610043910212375
HB,59,1.8111776896783962,0.12547374825810065,0.048876672983169556,6.388271784307797,1.1028329522337126,1,1.8076166363870299,0.004438226231246623,2.0,0.2662051198832388,14,29,0.1781235933303833,1.3390053510665894,0.13227030737148662
HB,60,1.8076166363870299,0.004438226231246623,0.10604862868785858,5.359042549325302,1.0292292349824947,1,1.7732805309581927,0.03395820157452932,2.0,0.18634358391826716,18,26,0.10629767179489136,1.132608413696289,0.1244038037663982
HB,61,1.7732805309581927,0.03395820157452932,0.049632877111434937,4.297760204617734,1.0612823447075685,1,1.8022941343378234,0.00024163450834235314,2.0,0.130440508742787,20,29,0.18185144662857056,0.9526729583740234,0.3
RL,62,1.3173985882790937,-0.19976251128088007,0.07297053933143616,13.523062014073776,1.2843194594463405,1,1.7408181467209791,-0.0065792162511599415,1.8619410991668701,2.862907886505127,11,14,0.16472268104553223,0.7045546174049377,0.1
RL,63,1.7408181467209791,-0.0065792162511599415,0.15175780653953552,12.547366004972483,0.9756960091012932,1,1.1687251276542854,-0.3209585235881736,2.2686262130737305,3.427403211593628,11,17,0.231856107711792,1.066404104232788,0.15175780653953552
RL,64,1.1687251276542854,-0.3209585235881736,0.07181596755981445,11.792808375014125,0.7545576299583576,1,0.779583372046873,-0.005499955823244018,2.0277140140533447,2.9267523288726807,12,19,0.06310832500457764,1.0906356573104858,0.1
RL,65,0.779583372046873,-0.005499955823244018,0.15430235862731934,11.633658301787039,0.15915007322708696,1,0.11270811979830635,-0.3142840908000667,2.0029120445251465,2.7798571586608887,11,3,-0.07504814863204956,1.482860803604126,0.15430235862731934
RL,66,0.10013989576392048,-0.2680757821241868,0.23829787969589233,10.92388245616518,0.621102898094664,1,1.826979335884506,0.15575869090587813,1.9810259342193604,3.5288312435150146,11,24,-0.08478891849517822,2.10870361328125,0.23829787969589233
RL,67,1.826979335884506,0.15575869090587813,0.24404193460941315,9.869599510361518,1.0542829458036618,1,1.7646055109223246,0.381887727093237,2.1122970581054688,3.385878562927246,11,12,0.10879909992218018,2.2438454627990723,0.24404193460941315
RL,68,1.7646055109223246,0.381887727093237,0.08066651225090027,8.798374224866059,1.0712252854954585,1,1.7534753597538901,0.11659031845082718,1.8352211713790894,3.3041231632232666,11,27,-0.023012638092041016,1.8792176246643066,0.1
RL,69,1.7534753597538901,0.11659031845082718,0.05350348353385925,7.503326481359015,1.2950477435070438,1,1.7008879550504779,0.047739194629256666,2.004080295562744,3.12003231048584,11,12,0.1939244270324707,0.9633637070655823,0.1
RL,70,1.7008879550504779,0.047739194629256666,0.2137904316186905,6.445562679217753,1.0577638021412623,1,1.7722581256103778,-0.018050280124033268,2.186461925506592,3.580730676651001,12,30,0.2300916314125061,1.0117075443267822,0.2137904316186905
RL,71,1.7722581256103778,-0.018050280124033268,0.0794002115726471,5.36020728255482,1.0853553966629326,1,1.735086126406777,0.007115652216191593,2.0980584621429443,3.3995895385742188,12,21,0.15366309881210327,0.9748265743255615,0.1
RL,72,1.735086126406777,0.007115652216191593,0.09642460942268372,4.256239775019003,1.1039675075358177,1,1.7630596707127353,0.006296904590178133,1.891106367111206,2.890780448913574,12,15,0.25138550996780396,1.2468504905700684,0.1
HB,73,1.7131512731506613,-0.0022880493819071495,0.0237615704536438,13.62965207938348,1.0972990638844333,1,1.7930140219163144,-0.012097056662824323,2.0,0.06391584928396563,24,20,-0.16683250665664673,1.4682884216308594,0.1
HB,74,1.7930140219163144,-0.012097056662824323,0.10741133987903595,12.590032519867199,1.0396195595162805,1,1.335317063198506,-0.27652185144583197,1.918253856633404,0.11061426921937348,20,28,0.20330345630645752,0.7281261682510376,0.10741133987903595
HB,75,1.335317063198506,-0.27652185144583197,0.10059703886508942,12.104374429579334,0.4856580902878651,1,0.5816594251824146,-0.16771927362158545,1.5170738635149803,0.4447662183805955,22,23,-0.09071117639541626,1.7015314102172852,0.10536704957485199
HB,76,0.5816594251824146,-0.16771927362158545,0.09199586510658264,11.819491956867633,0.28488247271170053,1,0.4092141753542636,-0.1184438639538636,1.068604319993737,0.7476506827247114,26,19,-0.06492447853088379,1.4295127391815186,0.10375693470239639
HB,77,0.4092141753542636,-0.1184438639538636,0.08121365308761597,11.632261891144113,0.1872300657235204,1,0.2127384006800955,-0.13057660953507436,0.8868076405816054,1.0382601176352597,32,15,0.04766756296157837,1.6258474588394165,0.10262985429167747
HB,78,0.1881020059150774,-0.19472927328422213,0.2800569236278534,11.389738753174196,0.10064860071679327,1,0.49709183047436256,-0.0036193824515911694,1.0338140954482058,1.2772421637953106,14,31,0.01200258731842041,1.7526379823684692,0.15530570569127794
HB,79,0.49709183047436256,-0.0036193824515911694,0.2787110507488251,10.852639800374773,0.5370989527994237,1,1.0388599581921907,0.5489087008669478,0.6435887493871233,1.078525531379841,13,30,0.0017734766006469727,2.093604564666748,0.19232730920854207
