Test: Collision: 0, Recovery: 0.081776, Smoothness: -2.813313, Status: success, Time: 8.563 , Reward: 151.566, Opt_time: 8.558 , Nav_Metric: 0.500 , World: world_0.world
Test: Collision: 0, Recovery: 0.123077, Smoothness: -2.722704, Status: success, Time: 12.545 , Reward: 146.322, Opt_time: 7.677 , Nav_Metric: 0.500 , World: world_288.world
Test: Collision: 0, Recovery: 0.288030, Smoothness: -7.360237, Status: success, Time: 17.079 , Reward: 149.741, Opt_time: 7.677 , Nav_Metric: 0.449 , World: world_288.world
Test: Collision: 0, Recovery: 0.075885, Smoothness: -4.135760, Status: success, Time: 11.863 , Reward: 155.761, Opt_time: 8.558 , Nav_Metric: 0.500 , World: world_0.world
Test: Collision: 0, Recovery: 0.016529, Smoothness: -2.603954, Status: success, Time: 9.695 , Reward: 147.772, Opt_time: 8.558 , Nav_Metric: 0.500 , World: world_0.world
Test: Collision: 0, Recovery: 0.061182, Smoothness: -0.939455, Status: success, Time: 9.794 , Reward: 155.204, Opt_time: 8.086 , Nav_Metric: 0.500 , World: world_6.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.186874, Status: success, Time: 6.461 , Reward: 146.493, Opt_time: 8.086 , Nav_Metric: 0.500 , World: world_6.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.826756, Status: success, Time: 7.220 , Reward: 150.688, Opt_time: 8.165 , Nav_Metric: 0.500 , World: world_12.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.656112, Status: success, Time: 6.922 , Reward: 142.560, Opt_time: 8.165 , Nav_Metric: 0.500 , World: world_12.world
Test: Collision: 0, Recovery: 0.004485, Smoothness: -0.802229, Status: success, Time: 9.307 , Reward: 155.001, Opt_time: 8.200 , Nav_Metric: 0.500 , World: world_18.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.183761, Status: success, Time: 7.156 , Reward: 146.593, Opt_time: 8.200 , Nav_Metric: 0.500 , World: world_18.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.243448, Status: success, Time: 7.904 , Reward: 150.096, Opt_time: 8.330 , Nav_Metric: 0.500 , World: world_24.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.270839, Status: success, Time: 7.842 , Reward: 152.065, Opt_time: 8.330 , Nav_Metric: 0.500 , World: world_24.world
Test: Collision: 0, Recovery: 0.085209, Smoothness: -3.242723, Status: success, Time: 13.589 , Reward: 156.570, Opt_time: 8.335 , Nav_Metric: 0.500 , World: world_30.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.322226, Status: success, Time: 7.887 , Reward: 157.173, Opt_time: 7.866 , Nav_Metric: 0.500 , World: world_36.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.224841, Status: success, Time: 7.065 , Reward: 149.983, Opt_time: 7.866 , Nav_Metric: 0.500 , World: world_36.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.438281, Status: success, Time: 7.231 , Reward: 152.744, Opt_time: 7.724 , Nav_Metric: 0.500 , World: world_48.world
Test: Collision: 0, Recovery: 0.011962, Smoothness: -0.794896, Status: success, Time: 8.367 , Reward: 149.350, Opt_time: 7.724 , Nav_Metric: 0.500 , World: world_48.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.257171, Status: success, Time: 7.567 , Reward: 154.287, Opt_time: 7.937 , Nav_Metric: 0.500 , World: world_54.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.643612, Status: success, Time: 8.034 , Reward: 152.965, Opt_time: 7.937 , Nav_Metric: 0.500 , World: world_54.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.860666, Status: success, Time: 8.082 , Reward: 150.457, Opt_time: 8.179 , Nav_Metric: 0.500 , World: world_60.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.316294, Status: success, Time: 6.599 , Reward: 147.470, Opt_time: 8.179 , Nav_Metric: 0.500 , World: world_60.world
Test: Collision: 0, Recovery: 0.142373, Smoothness: -8.962182, Status: success, Time: 12.732 , Reward: 158.053, Opt_time: 8.431 , Nav_Metric: 0.500 , World: world_66.world
Test: Collision: 0, Recovery: 0.144797, Smoothness: -7.672046, Status: success, Time: 14.356 , Reward: 158.378, Opt_time: 8.431 , Nav_Metric: 0.500 , World: world_66.world
Test: Collision: 0, Recovery: 0.067864, Smoothness: -3.142524, Status: success, Time: 11.149 , Reward: 149.884, Opt_time: 9.048 , Nav_Metric: 0.500 , World: world_72.world
Test: Collision: 0, Recovery: 0.050661, Smoothness: -2.250499, Status: success, Time: 9.860 , Reward: 145.233, Opt_time: 9.048 , Nav_Metric: 0.500 , World: world_72.world
Test: Collision: 0, Recovery: 0.033531, Smoothness: -0.898345, Status: success, Time: 10.949 , Reward: 159.540, Opt_time: 8.308 , Nav_Metric: 0.500 , World: world_78.world
Test: Collision: 0, Recovery: 0.059274, Smoothness: -0.709890, Status: success, Time: 11.327 , Reward: 151.894, Opt_time: 8.308 , Nav_Metric: 0.500 , World: world_78.world
Test: Collision: 3, Recovery: 0.461539, Smoothness: -0.793512, Status: collision, Time: 9.661 , Reward: -135.142, Opt_time: 7.795 , Nav_Metric: 0.000 , World: world_84.world
Test: Collision: 0, Recovery: 0.288390, Smoothness: -12.626659, Status: success, Time: 18.066 , Reward: 153.872, Opt_time: 7.795 , Nav_Metric: 0.431 , World: world_84.world
Test: Collision: 0, Recovery: 0.230867, Smoothness: -9.193868, Status: success, Time: 17.850 , Reward: 153.110, Opt_time: 8.915 , Nav_Metric: 0.499 , World: world_90.world
Test: Collision: 0, Recovery: 0.156295, Smoothness: -5.070557, Status: success, Time: 15.451 , Reward: 146.411, Opt_time: 8.915 , Nav_Metric: 0.500 , World: world_90.world
Test: Collision: 0, Recovery: 0.108541, Smoothness: -6.797175, Status: success, Time: 12.460 , Reward: 159.465, Opt_time: 8.234 , Nav_Metric: 0.500 , World: world_96.world
Test: Collision: 0, Recovery: 0.054054, Smoothness: -2.420962, Status: success, Time: 9.839 , Reward: 146.510, Opt_time: 8.234 , Nav_Metric: 0.500 , World: world_96.world
Test: Collision: 0, Recovery: 0.351916, Smoothness: -25.912800, Status: success, Time: 25.958 , Reward: 151.289, Opt_time: 8.310 , Nav_Metric: 0.320 , World: world_102.world
Test: Collision: 0, Recovery: 0.241836, Smoothness: -11.150994, Status: success, Time: 25.516 , Reward: 139.573, Opt_time: 8.310 , Nav_Metric: 0.326 , World: world_102.world
Test: Collision: 0, Recovery: 0.099874, Smoothness: -8.393293, Status: success, Time: 15.837 , Reward: 151.128, Opt_time: 7.840 , Nav_Metric: 0.495 , World: world_108.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.584138, Status: success, Time: 8.132 , Reward: 158.531, Opt_time: 7.836 , Nav_Metric: 0.500 , World: world_114.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.317518, Status: success, Time: 7.354 , Reward: 148.849, Opt_time: 7.836 , Nav_Metric: 0.500 , World: world_114.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.888013, Status: success, Time: 8.045 , Reward: 156.073, Opt_time: 7.643 , Nav_Metric: 0.500 , World: world_120.world
Test: Collision: 0, Recovery: 0.130081, Smoothness: -1.801960, Status: success, Time: 10.425 , Reward: 147.911, Opt_time: 7.643 , Nav_Metric: 0.500 , World: world_120.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.786086, Status: success, Time: 7.877 , Reward: 158.725, Opt_time: 7.838 , Nav_Metric: 0.500 , World: world_126.world
Test: Collision: 0, Recovery: 0.007833, Smoothness: -1.216203, Status: success, Time: 8.291 , Reward: 157.137, Opt_time: 7.838 , Nav_Metric: 0.500 , World: world_126.world
Test: Collision: 0, Recovery: 0.355209, Smoothness: -18.393377, Status: success, Time: 26.310 , Reward: 149.022, Opt_time: 9.489 , Nav_Metric: 0.361 , World: world_132.world
Test: Collision: 0, Recovery: 0.085821, Smoothness: -6.616922, Status: success, Time: 11.603 , Reward: 151.575, Opt_time: 8.663 , Nav_Metric: 0.500 , World: world_138.world
Test: Collision: 0, Recovery: 0.096519, Smoothness: -6.594078, Status: success, Time: 13.659 , Reward: 148.355, Opt_time: 8.663 , Nav_Metric: 0.500 , World: world_138.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.105128, Status: success, Time: 7.510 , Reward: 151.610, Opt_time: 8.468 , Nav_Metric: 0.500 , World: world_144.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.020105, Status: success, Time: 6.707 , Reward: 145.456, Opt_time: 8.468 , Nav_Metric: 0.500 , World: world_144.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -1.813888, Status: success, Time: 9.564 , Reward: 151.006, Opt_time: 7.973 , Nav_Metric: 0.500 , World: world_150.world
Test: Collision: 0, Recovery: 0.060606, Smoothness: -2.364681, Status: success, Time: 11.605 , Reward: 141.876, Opt_time: 7.973 , Nav_Metric: 0.500 , World: world_150.world
Test: Collision: 0, Recovery: 0.130919, Smoothness: -2.476558, Status: success, Time: 14.877 , Reward: 152.805, Opt_time: 7.873 , Nav_Metric: 0.500 , World: world_192.world
Test: Collision: 0, Recovery: 0.492000, Smoothness: 0.000000, Status: collision, Time: 5.210 , Reward: 18.388, Opt_time: 7.873 , Nav_Metric: 0.000 , World: world_192.world
Test: Collision: 0, Recovery: 0.114329, Smoothness: -3.077531, Status: success, Time: 13.567 , Reward: 154.334, Opt_time: 7.824 , Nav_Metric: 0.500 , World: world_198.world
Test: Collision: 0, Recovery: 0.138404, Smoothness: -4.558324, Status: success, Time: 16.607 , Reward: 150.344, Opt_time: 8.449 , Nav_Metric: 0.500 , World: world_204.world
Test: Collision: 0, Recovery: 0.077341, Smoothness: -4.010591, Status: success, Time: 15.022 , Reward: 151.948, Opt_time: 8.449 , Nav_Metric: 0.500 , World: world_204.world
Test: Collision: 0, Recovery: 0.013889, Smoothness: -3.567898, Status: success, Time: 10.561 , Reward: 141.425, Opt_time: 8.449 , Nav_Metric: 0.500 , World: world_204.world
Test: Collision: 0, Recovery: 0.045113, Smoothness: -3.799285, Status: success, Time: 13.730 , Reward: 152.590, Opt_time: 8.956 , Nav_Metric: 0.500 , World: world_210.world
Test: Collision: 0, Recovery: 0.143885, Smoothness: -4.296184, Status: success, Time: 14.841 , Reward: 143.327, Opt_time: 8.956 , Nav_Metric: 0.500 , World: world_210.world
Test: Collision: 0, Recovery: 0.144410, Smoothness: -3.458049, Status: success, Time: 13.443 , Reward: 153.624, Opt_time: 8.956 , Nav_Metric: 0.500 , World: world_210.world
Test: Collision: 0, Recovery: 0.080515, Smoothness: -1.942876, Status: success, Time: 13.232 , Reward: 159.332, Opt_time: 8.231 , Nav_Metric: 0.500 , World: world_216.world
Test: Collision: 0, Recovery: 0.252546, Smoothness: -8.399658, Status: success, Time: 20.782 , Reward: 140.490, Opt_time: 8.231 , Nav_Metric: 0.396 , World: world_216.world
Test: Collision: 0, Recovery: 0.030837, Smoothness: -0.800364, Status: success, Time: 9.446 , Reward: 153.582, Opt_time: 8.231 , Nav_Metric: 0.500 , World: world_216.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -1.224398, Status: success, Time: 11.233 , Reward: 159.095, Opt_time: 8.205 , Nav_Metric: 0.500 , World: world_222.world
Test: Collision: 0, Recovery: 0.059072, Smoothness: -0.970280, Status: success, Time: 10.089 , Reward: 132.707, Opt_time: 8.205 , Nav_Metric: 0.500 , World: world_222.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.053940, Status: success, Time: 8.033 , Reward: 143.094, Opt_time: 8.205 , Nav_Metric: 0.500 , World: world_222.world
Test: Collision: 0, Recovery: 0.071338, Smoothness: -4.180541, Status: success, Time: 16.625 , Reward: 158.115, Opt_time: 8.126 , Nav_Metric: 0.489 , World: world_228.world
Test: Collision: 0, Recovery: 0.223893, Smoothness: -7.617666, Status: success, Time: 25.715 , Reward: 150.864, Opt_time: 8.126 , Nav_Metric: 0.316 , World: world_228.world
Test: Collision: 0, Recovery: 0.055866, Smoothness: -2.207704, Status: success, Time: 10.753 , Reward: 157.267, Opt_time: 8.202 , Nav_Metric: 0.500 , World: world_1.world
Test: Collision: 0, Recovery: 0.113773, Smoothness: -6.936177, Status: success, Time: 13.362 , Reward: 154.395, Opt_time: 8.202 , Nav_Metric: 0.500 , World: world_1.world
Test: Collision: 0, Recovery: 0.111283, Smoothness: -5.087971, Status: success, Time: 12.941 , Reward: 146.963, Opt_time: 8.202 , Nav_Metric: 0.500 , World: world_1.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.647387, Status: success, Time: 7.640 , Reward: 150.790, Opt_time: 8.178 , Nav_Metric: 0.500 , World: world_7.world
Test: Collision: 0, Recovery: 0.030691, Smoothness: -1.477848, Status: success, Time: 8.032 , Reward: 147.720, Opt_time: 8.178 , Nav_Metric: 0.500 , World: world_7.world
Test: Collision: 0, Recovery: 0.072210, Smoothness: -3.754982, Status: success, Time: 9.333 , Reward: 146.460, Opt_time: 8.178 , Nav_Metric: 0.500 , World: world_7.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.333592, Status: success, Time: 7.365 , Reward: 149.216, Opt_time: 7.703 , Nav_Metric: 0.500 , World: world_13.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.097312, Status: success, Time: 6.611 , Reward: 149.285, Opt_time: 7.703 , Nav_Metric: 0.500 , World: world_13.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.169156, Status: success, Time: 7.064 , Reward: 142.685, Opt_time: 7.703 , Nav_Metric: 0.500 , World: world_13.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.198427, Status: success, Time: 7.197 , Reward: 151.821, Opt_time: 8.360 , Nav_Metric: 0.500 , World: world_19.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.127379, Status: success, Time: 6.397 , Reward: 143.457, Opt_time: 8.360 , Nav_Metric: 0.500 , World: world_19.world
Test: Collision: 0, Recovery: 0.003031, Smoothness: -0.086041, Status: success, Time: 6.937 , Reward: 153.222, Opt_time: 8.360 , Nav_Metric: 0.500 , World: world_19.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -1.172282, Status: success, Time: 7.698 , Reward: 150.472, Opt_time: 8.965 , Nav_Metric: 0.500 , World: world_25.world
Test: Collision: 0, Recovery: 0.115806, Smoothness: -3.378697, Status: success, Time: 13.675 , Reward: 154.359, Opt_time: 8.965 , Nav_Metric: 0.500 , World: world_25.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -2.266205, Status: success, Time: 9.073 , Reward: 147.817, Opt_time: 8.965 , Nav_Metric: 0.500 , World: world_25.world
Test: Collision: 0, Recovery: 0.032609, Smoothness: -1.923869, Status: success, Time: 9.908 , Reward: 158.857, Opt_time: 9.168 , Nav_Metric: 0.500 , World: world_31.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -1.369827, Status: success, Time: 8.750 , Reward: 155.148, Opt_time: 9.168 , Nav_Metric: 0.500 , World: world_31.world
Test: Collision: 0, Recovery: 0.236559, Smoothness: -17.207441, Status: success, Time: 16.218 , Reward: 150.364, Opt_time: 9.168 , Nav_Metric: 0.500 , World: world_31.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.272219, Status: success, Time: 8.214 , Reward: 156.340, Opt_time: 8.127 , Nav_Metric: 0.500 , World: world_37.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.038173, Status: success, Time: 6.878 , Reward: 148.980, Opt_time: 8.127 , Nav_Metric: 0.500 , World: world_37.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.085126, Status: success, Time: 7.123 , Reward: 147.086, Opt_time: 8.127 , Nav_Metric: 0.500 , World: world_37.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.200625, Status: success, Time: 7.594 , Reward: 148.719, Opt_time: 8.109 , Nav_Metric: 0.500 , World: world_43.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.192530, Status: success, Time: 6.889 , Reward: 152.030, Opt_time: 8.109 , Nav_Metric: 0.500 , World: world_43.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.167581, Status: success, Time: 7.278 , Reward: 145.954, Opt_time: 8.109 , Nav_Metric: 0.500 , World: world_43.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -1.682931, Status: success, Time: 9.806 , Reward: 154.833, Opt_time: 9.849 , Nav_Metric: 0.500 , World: world_49.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -1.917517, Status: success, Time: 8.289 , Reward: 153.818, Opt_time: 9.849 , Nav_Metric: 0.500 , World: world_49.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -1.338076, Status: success, Time: 8.274 , Reward: 157.469, Opt_time: 9.849 , Nav_Metric: 0.500 , World: world_49.world
Test: Collision: 0, Recovery: 0.045726, Smoothness: -1.865509, Status: success, Time: 10.308 , Reward: 158.281, Opt_time: 7.972 , Nav_Metric: 0.500 , World: world_55.world
Test: Collision: 0, Recovery: 0.002008, Smoothness: -2.632250, Status: success, Time: 10.265 , Reward: 156.240, Opt_time: 7.972 , Nav_Metric: 0.500 , World: world_55.world
Test: Collision: 0, Recovery: 0.082828, Smoothness: -2.437176, Status: success, Time: 10.185 , Reward: 148.159, Opt_time: 7.972 , Nav_Metric: 0.500 , World: world_55.world
Test: Collision: 0, Recovery: 0.002273, Smoothness: -1.295449, Status: success, Time: 9.038 , Reward: 149.773, Opt_time: 7.905 , Nav_Metric: 0.500 , World: world_61.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.260973, Status: success, Time: 7.522 , Reward: 153.031, Opt_time: 7.905 , Nav_Metric: 0.500 , World: world_61.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.274263, Status: success, Time: 6.919 , Reward: 144.070, Opt_time: 7.905 , Nav_Metric: 0.500 , World: world_61.world
Test: Collision: 0, Recovery: 0.024176, Smoothness: -2.415593, Status: success, Time: 9.766 , Reward: 156.186, Opt_time: 8.138 , Nav_Metric: 0.500 , World: world_67.world
Test: Collision: 0, Recovery: 0.054670, Smoothness: -1.037829, Status: success, Time: 9.123 , Reward: 149.332, Opt_time: 8.138 , Nav_Metric: 0.500 , World: world_67.world
Test: Collision: 0, Recovery: 0.004329, Smoothness: -1.060144, Status: success, Time: 9.798 , Reward: 154.070, Opt_time: 8.138 , Nav_Metric: 0.500 , World: world_67.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.829085, Status: success, Time: 7.838 , Reward: 147.297, Opt_time: 7.663 , Nav_Metric: 0.500 , World: world_73.world
Test: Collision: 0, Recovery: 0.054456, Smoothness: -1.024244, Status: success, Time: 8.798 , Reward: 147.405, Opt_time: 7.663 , Nav_Metric: 0.500 , World: world_73.world
Test: Collision: 0, Recovery: 0.002933, Smoothness: -1.044595, Status: success, Time: 7.395 , Reward: 143.262, Opt_time: 7.663 , Nav_Metric: 0.500 , World: world_73.world
Test: Collision: 0, Recovery: 0.085366, Smoothness: -3.017602, Status: success, Time: 12.718 , Reward: 153.819, Opt_time: 7.915 , Nav_Metric: 0.500 , World: world_79.world
Test: Collision: 0, Recovery: 0.041219, Smoothness: -2.674556, Status: success, Time: 11.908 , Reward: 153.153, Opt_time: 7.915 , Nav_Metric: 0.500 , World: world_79.world
Test: Collision: 0, Recovery: 0.007264, Smoothness: -0.858237, Status: success, Time: 8.817 , Reward: 143.353, Opt_time: 7.915 , Nav_Metric: 0.500 , World: world_79.world
Test: Collision: 0, Recovery: 0.155725, Smoothness: -8.663695, Status: success, Time: 14.050 , Reward: 151.514, Opt_time: 8.498 , Nav_Metric: 0.500 , World: world_85.world
Test: Collision: 0, Recovery: 0.029412, Smoothness: -2.449711, Status: success, Time: 11.041 , Reward: 149.213, Opt_time: 8.498 , Nav_Metric: 0.500 , World: world_85.world
Test: Collision: 0, Recovery: 0.106897, Smoothness: -3.536938, Status: success, Time: 12.788 , Reward: 143.165, Opt_time: 8.498 , Nav_Metric: 0.500 , World: world_85.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.913996, Status: success, Time: 8.758 , Reward: 150.226, Opt_time: 8.651 , Nav_Metric: 0.500 , World: world_91.world
Test: Collision: 0, Recovery: 0.014118, Smoothness: -0.750313, Status: success, Time: 9.141 , Reward: 148.497, Opt_time: 8.651 , Nav_Metric: 0.500 , World: world_91.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -0.391503, Status: success, Time: 7.323 , Reward: 143.600, Opt_time: 8.651 , Nav_Metric: 0.500 , World: world_91.world
Test: Collision: 0, Recovery: 0.337500, Smoothness: -12.661251, Status: success, Time: 26.640 , Reward: 149.029, Opt_time: 8.744 , Nav_Metric: 0.328 , World: world_97.world
Test: Collision: 0, Recovery: 0.139154, Smoothness: -5.991201, Status: success, Time: 16.193 , Reward: 156.277, Opt_time: 8.958 , Nav_Metric: 0.500 , World: world_103.world
Test: Collision: 0, Recovery: 0.061421, Smoothness: -1.741283, Status: success, Time: 11.159 , Reward: 151.286, Opt_time: 8.958 , Nav_Metric: 0.500 , World: world_103.world
Test: Collision: 0, Recovery: 0.112150, Smoothness: -5.606322, Status: success, Time: 12.098 , Reward: 142.735, Opt_time: 8.958 , Nav_Metric: 0.500 , World: world_103.world
Test: Collision: 0, Recovery: 0.197020, Smoothness: -9.219849, Status: success, Time: 12.092 , Reward: 152.232, Opt_time: 8.325 , Nav_Metric: 0.500 , World: world_109.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -1.965312, Status: success, Time: 7.636 , Reward: 154.555, Opt_time: 8.325 , Nav_Metric: 0.500 , World: world_109.world
Test: Collision: 0, Recovery: 0.139098, Smoothness: -7.070792, Status: success, Time: 10.651 , Reward: 149.713, Opt_time: 8.325 , Nav_Metric: 0.500 , World: world_109.world
Test: Collision: 0, Recovery: 0.175219, Smoothness: -7.232615, Status: success, Time: 16.634 , Reward: 149.097, Opt_time: 7.914 , Nav_Metric: 0.476 , World: world_115.world
Test: Collision: 0, Recovery: 0.255173, Smoothness: -6.827079, Status: success, Time: 14.980 , Reward: 147.160, Opt_time: 7.914 , Nav_Metric: 0.500 , World: world_115.world
Test: Collision: 0, Recovery: 0.037778, Smoothness: -2.356244, Status: success, Time: 9.212 , Reward: 150.491, Opt_time: 7.914 , Nav_Metric: 0.500 , World: world_115.world
Test: Collision: 0, Recovery: 0.005076, Smoothness: -1.337005, Status: success, Time: 8.226 , Reward: 146.862, Opt_time: 8.087 , Nav_Metric: 0.500 , World: world_121.world
Test: Collision: 0, Recovery: 0.052314, Smoothness: -3.330671, Status: success, Time: 10.286 , Reward: 149.602, Opt_time: 8.087 , Nav_Metric: 0.500 , World: world_121.world
Test: Collision: 0, Recovery: 0.034908, Smoothness: -2.438851, Status: success, Time: 10.193 , Reward: 156.077, Opt_time: 8.087 , Nav_Metric: 0.500 , World: world_121.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -1.966380, Status: success, Time: 11.323 , Reward: 159.885, Opt_time: 8.001 , Nav_Metric: 0.500 , World: world_127.world
Test: Collision: 3, Recovery: 0.612566, Smoothness: -0.980159, Status: collision, Time: 12.200 , Reward: -151.604, Opt_time: 8.001 , Nav_Metric: 0.000 , World: world_127.world
Test: Collision: 0, Recovery: 0.027778, Smoothness: -3.049954, Status: success, Time: 11.438 , Reward: 148.720, Opt_time: 8.001 , Nav_Metric: 0.500 , World: world_127.world
Test: Collision: 0, Recovery: 0.090226, Smoothness: -3.098516, Status: success, Time: 11.392 , Reward: 153.480, Opt_time: 8.239 , Nav_Metric: 0.500 , World: world_133.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -1.745371, Status: success, Time: 9.349 , Reward: 144.829, Opt_time: 8.239 , Nav_Metric: 0.500 , World: world_133.world
Test: Collision: 0, Recovery: 0.000000, Smoothness: -1.599966, Status: success, Time: 8.279 , Reward: 147.759, Opt_time: 8.239 , Nav_Metric: 0.500 , World: world_133.world
